T13,Intentional homicides and other crimes,,,,,
498,Republic of Moldova,2019,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,"Percentage of male and female intentional homicide victims, Male",4.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,"Assault rate per 100,000 population",4.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,"Kidnapping at the national level, rate per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,"Robbery at the national level, rate per 100,000 population",16.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,"Total Sexual Violence at the national level, rate per 100,000",16.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Intentional homicide rates per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Percentage of male and female intentional homicide victims, Male",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Percentage of male and female intentional homicide victims, Female",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Assault rate per 100,000 population",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Kidnapping at the national level, rate per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Theft at the national level, rate per 100,000 population",200.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,"Total Sexual Violence at the national level, rate per 100,000",13.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
638,Réunion,2005,"Intentional homicide rates per 100,000",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
638,Réunion,2005,"Percentage of male and female intentional homicide victims, Male",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
638,Réunion,2005,"Percentage of male and female intentional homicide victims, Female",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
638,Réunion,2009,"Intentional homicide rates per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
638,Réunion,2009,"Percentage of male and female intentional homicide victims, Male",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
638,Réunion,2009,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Intentional homicide rates per 100,000",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Percentage of male and female intentional homicide victims, Male",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Assault rate per 100,000 population",41.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Kidnapping at the national level, rate per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Theft at the national level, rate per 100,000 population",201.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2005,"Robbery at the national level, rate per 100,000 population",15.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Percentage of male and female intentional homicide victims, Male",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Assault rate per 100,000 population",60.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Kidnapping at the national level, rate per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Theft at the national level, rate per 100,000 population",238.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Robbery at the national level, rate per 100,000 population",12.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2010,"Total Sexual Violence at the national level, rate per 100,000",7.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Intentional homicide rates per 100,000",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Percentage of male and female intentional homicide victims, Male",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Assault rate per 100,000 population",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Kidnapping at the national level, rate per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Theft at the national level, rate per 100,000 population",544.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Robbery at the national level, rate per 100,000 population",16.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2015,"Total Sexual Violence at the national level, rate per 100,000",8.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Percentage of male and female intentional homicide victims, Male",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Assault rate per 100,000 population",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Kidnapping at the national level, rate per 100,000",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Theft at the national level, rate per 100,000 population",495.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Robbery at the national level, rate per 100,000 population",17.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2019,"Total Sexual Violence at the national level, rate per 100,000",9.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Intentional homicide rates per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Percentage of male and female intentional homicide victims, Male",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Percentage of male and female intentional homicide victims, Female",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Assault rate per 100,000 population",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Kidnapping at the national level, rate per 100,000",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Theft at the national level, rate per 100,000 population",456.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
642,Romania,2020,"Total Sexual Violence at the national level, rate per 100,000",9.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Intentional homicide rates per 100,000",24.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Percentage of male and female intentional homicide victims, Male",40.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Percentage of male and female intentional homicide victims, Female",11.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Assault rate per 100,000 population",40.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Theft at the national level, rate per 100,000 population","1,094.9",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Robbery at the national level, rate per 100,000 population",239.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2005,"Total Sexual Violence at the national level, rate per 100,000",12.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Intentional homicide rates per 100,000",11.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Percentage of male and female intentional homicide victims, Male",18.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Percentage of male and female intentional homicide victims, Female",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Assault rate per 100,000 population",21.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Theft at the national level, rate per 100,000 population",772.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Robbery at the national level, rate per 100,000 population",114.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2010,"Total Sexual Violence at the national level, rate per 100,000",10.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Intentional homicide rates per 100,000",11.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Percentage of male and female intentional homicide victims, Male",17.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Percentage of male and female intentional homicide victims, Female",5.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Assault rate per 100,000 population",18.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Theft at the national level, rate per 100,000 population",603.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Robbery at the national level, rate per 100,000 population",9.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2015,"Total Sexual Violence at the national level, rate per 100,000",11.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Intentional homicide rates per 100,000",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Percentage of male and female intentional homicide victims, Male",12.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Percentage of male and female intentional homicide victims, Female",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Assault rate per 100,000 population",14.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Theft at the national level, rate per 100,000 population",466.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Robbery at the national level, rate per 100,000 population",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2019,"Total Sexual Violence at the national level, rate per 100,000",12.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Intentional homicide rates per 100,000",7.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Percentage of male and female intentional homicide victims, Male",11.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Percentage of male and female intentional homicide victims, Female",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Assault rate per 100,000 population",13.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Theft at the national level, rate per 100,000 population",465.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
643,Russian Federation,2020,"Total Sexual Violence at the national level, rate per 100,000",12.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2010,"Intentional homicide rates per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2010,"Assault rate per 100,000 population",20.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2010,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2010,"Robbery at the national level, rate per 100,000 population",20.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2013,"Intentional homicide rates per 100,000",3.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2013,"Assault rate per 100,000 population",30.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2013,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2013,"Robbery at the national level, rate per 100,000 population",25.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2013,"Total Sexual Violence at the national level, rate per 100,000",16.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
646,Rwanda,2015,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
654,Saint Helena,2005,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
654,Saint Helena,2009,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2005,"Intentional homicide rates per 100,000",17.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,"Intentional homicide rates per 100,000",42.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,"Assault rate per 100,000 population",316.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,"Kidnapping at the national level, rate per 100,000",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,"Theft at the national level, rate per 100,000 population","1,087.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,"Robbery at the national level, rate per 100,000 population",177.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,"Total Sexual Violence at the national level, rate per 100,000",126.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2011,"Intentional homicide rates per 100,000",68.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2011,"Assault rate per 100,000 population",277.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2011,"Kidnapping at the national level, rate per 100,000",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2011,"Theft at the national level, rate per 100,000 population",993.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2011,"Robbery at the national level, rate per 100,000 population",133.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2011,"Total Sexual Violence at the national level, rate per 100,000",129.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2012,"Intentional homicide rates per 100,000",36.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,"Intentional homicide rates per 100,000",22.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,"Assault rate per 100,000 population",266.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,"Theft at the national level, rate per 100,000 population",706.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,"Robbery at the national level, rate per 100,000 population",92.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,"Total Sexual Violence at the national level, rate per 100,000",89.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,"Intentional homicide rates per 100,000",18.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,"Assault rate per 100,000 population",246.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,"Kidnapping at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,"Theft at the national level, rate per 100,000 population",654.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,"Total Sexual Violence at the national level, rate per 100,000",95.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2004,"Intentional homicide rates per 100,000",22.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2004,"Percentage of male and female intentional homicide victims, Male",41.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2004,"Percentage of male and female intentional homicide victims, Female",4.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2005,"Intentional homicide rates per 100,000",25.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2010,"Intentional homicide rates per 100,000",25.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2010,"Percentage of male and female intentional homicide victims, Male",44.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2010,"Percentage of male and female intentional homicide victims, Female",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2015,"Intentional homicide rates per 100,000",15.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2015,"Percentage of male and female intentional homicide victims, Male",26.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2015,"Percentage of male and female intentional homicide victims, Female",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Intentional homicide rates per 100,000",28.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Percentage of male and female intentional homicide victims, Male",52.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Percentage of male and female intentional homicide victims, Female",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Assault rate per 100,000 population",558.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Kidnapping at the national level, rate per 100,000",6.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Theft at the national level, rate per 100,000 population",810.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
662,Saint Lucia,2020,"Total Sexual Violence at the national level, rate per 100,000",57.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
663,Saint Martin (French part),2015,"Intentional homicide rates per 100,000",16.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
663,Saint Martin (French part),2016,"Intentional homicide rates per 100,000",27.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
666,Saint Pierre and Miquelon,2009,"Intentional homicide rates per 100,000",15.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Intentional homicide rates per 100,000",23.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Percentage of male and female intentional homicide victims, Male",34.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Percentage of male and female intentional homicide victims, Female",13.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Assault rate per 100,000 population","1,152.7",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Kidnapping at the national level, rate per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Theft at the national level, rate per 100,000 population","1,779.6",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Robbery at the national level, rate per 100,000 population",67.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2005,"Total Sexual Violence at the national level, rate per 100,000",105.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Intentional homicide rates per 100,000",23.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Percentage of male and female intentional homicide victims, Male",39.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Percentage of male and female intentional homicide victims, Female",5.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
670,Saint Vincent & Grenadines,2010,"Assault rate per 100,000 population","1,209.1",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
